ranking,hr_process_name,hr_system_name,region,hr_contact_channel,total_cases,automation_score,automation_priority,recommended_solution,estimated_operational_hours_saved
2020,Employee Data Update,Benefits Portal,Africa,Employee Self-Service Portal,76,47.29,Media,Automatización parcial,203.07
2021,HR Platform Bug Report,HR Document Management System,Australia,Email,64,47.29,Media,Automatización parcial con alertas SLA,193.02
2022,HRIS Login Issue,HR Case Management Platform,Europe,Internal Collaboration Tool,62,47.29,Media,Automatización parcial,188.73
2023,HR System Performance Issue,HR Document Management System,South America,Email,63,47.29,Media,Automatización parcial con alertas SLA,179.17
2024,Benefits Reimbursement Request,Employee Mobile App,Europe,HR Chat / Virtual Assistant,61,47.29,Media,Automatización parcial,169.7
2025,Payroll Support Request,HR Document Management System,North America,Email,61,47.28,Media,Automatización parcial con alertas SLA,176.41
2026,Benefits Reimbursement Request,Employee Mobile App,South America,Phone,54,47.27,Media,Automatización parcial con alertas SLA,168.91
2027,Benefits Cancellation Request,HR Document Management System,Australia,Phone,64,47.27,Media,Automatización parcial,166.53
2028,HR System Enhancement Request,Employee Self-Service Portal,South America,Phone,59,47.26,Media,Automatización parcial con alertas SLA,168.15
2029,HR System Enhancement Request,HRIS Integration API,North America,Employee Self-Service Portal,73,47.25,Media,Automatización parcial,220.31
2030,Employee Data Update,Payroll System,North America,Employee Self-Service Portal,73,47.25,Media,Automatización parcial,215.93
2031,Benefits Cancellation Request,HR Document Management System,South America,HR Chat / Virtual Assistant,71,47.25,Media,Automatización parcial,211.15
2032,Benefits Reimbursement Request,HR Case Management Platform,South America,Internal Collaboration Tool,67,47.25,Media,Automatización parcial,193.5
2033,HR System Enhancement Request,Employee Self-Service Portal,Australia,Phone,67,47.24,Media,Automatización parcial,204.08
2034,HR System Enhancement Request,Employee Self-Service Portal,Europe,Internal Collaboration Tool,69,47.24,Media,Automatización parcial con alertas SLA,185.2
2035,HRIS Login Issue,Benefits Administration System,Africa,HR Chat / Virtual Assistant,55,47.24,Media,Automatización parcial,183.92
2036,Payroll Support Request,People Analytics Dashboard,North America,Internal Collaboration Tool,59,47.24,Media,Automatización parcial,177.24
2037,HR Platform Bug Report,Payroll Payment Gateway,Africa,HR Chat / Virtual Assistant,61,47.23,Media,Automatización parcial,183.37
2038,Compliance & Access Security Review,Payroll System,North America,Email,53,47.23,Media,Automatización parcial,167.27
2039,Compliance & Access Security Review,Payroll Payment Gateway,Asia,Internal Collaboration Tool,78,47.22,Media,Automatización parcial con alertas SLA,202.49
2040,HR System Enhancement Request,HR Document Management System,Asia,Employee Self-Service Portal,68,47.22,Media,Automatización parcial,178.3
2041,Benefits Reimbursement Request,HR Case Management Platform,Asia,HR Chat / Virtual Assistant,56,47.22,Media,Automatización parcial con alertas SLA,152.66
2042,HRIS Access Suspension,Payroll System,North America,Employee Self-Service Portal,65,47.2,Media,Automatización parcial,191.1
2043,Compliance & Access Security Review,Employee Mobile App,Asia,Employee Self-Service Portal,65,47.2,Media,Automatización parcial,189.41
2044,Employee Data Update,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,61,47.2,Media,Automatización parcial,176.78
2045,HR Platform Bug Report,HR Document Management System,South America,Phone,73,47.19,Media,Automatización parcial,196.08
2046,Payroll Support Request,HRIS Integration API,North America,Internal Collaboration Tool,54,47.19,Media,Rediseño del proceso antes de automatizar,151.52
2047,Benefits Reimbursement Request,People Analytics Dashboard,Asia,Phone,78,47.18,Media,Automatización parcial,222.77
2048,Payroll Support Request,HRIS Integration API,Australia,Internal Collaboration Tool,58,47.18,Media,Automatización parcial,161.59
2049,HR Platform Bug Report,Benefits Administration System,Africa,Email,60,47.17,Media,Automatización parcial,183.12
2050,Compliance & Access Security Review,HRIS Integration API,Asia,Phone,67,47.17,Media,Automatización parcial con alertas SLA,180.77
2051,HRIS Access Suspension,Employee Mobile App,Asia,Phone,64,47.16,Media,Automatización parcial,192.77
2052,Employee Data Update,Benefits Portal,Asia,Phone,67,47.16,Media,Automatización parcial,179.16
2053,HR System Enhancement Request,People Analytics Dashboard,Australia,Internal Collaboration Tool,65,47.15,Media,Automatización parcial,173.42
2054,Benefits Reimbursement Request,Benefits Administration System,North America,Email,58,47.15,Media,Automatización parcial,151.73
2055,Payroll Support Request,HR Document Management System,Asia,Internal Collaboration Tool,67,47.14,Media,Rediseño del proceso antes de automatizar,181.7
2056,Compliance & Access Security Review,Employee Self-Service Portal,Africa,Email,64,47.13,Media,Automatización parcial,198.66
2057,HR Platform Bug Report,Benefits Portal,South America,Email,67,47.12,Media,Automatización parcial,186.53
2058,Compliance & Access Security Review,Benefits Portal,Australia,Employee Self-Service Portal,64,47.12,Media,Automatización parcial con alertas SLA,171.01
2059,HRIS Login Issue,People Analytics Dashboard,North America,Phone,50,47.12,Media,Automatización parcial,156.9
2060,HRIS Login Issue,HR Document Management System,Australia,Email,76,47.11,Media,Automatización parcial,196.08
2061,HRIS Access Suspension,HR Document Management System,South America,Internal Collaboration Tool,54,47.11,Media,Automatización parcial,151.63
2062,HR Platform Bug Report,Benefits Administration System,South America,Employee Self-Service Portal,60,47.1,Media,Automatización parcial con alertas SLA,178.68
2063,HR System Performance Issue,HR Document Management System,Africa,Internal Collaboration Tool,63,47.1,Media,Automatización parcial,176.4
2064,Benefits Cancellation Request,People Analytics Dashboard,Africa,Internal Collaboration Tool,58,47.1,Media,Automatización parcial,167.27
2065,HR Platform Bug Report,Employee Self-Service Portal,Asia,Email,54,47.1,Media,Automatización parcial,158.98
2066,HRIS Access Suspension,People Analytics Dashboard,Australia,Internal Collaboration Tool,72,47.09,Media,Automatización parcial con alertas SLA,205.49
2067,Compliance & Access Security Review,HR Case Management Platform,Europe,Phone,76,47.08,Media,Automatización parcial con alertas SLA,204.9
2068,Payroll Support Request,Employee Mobile App,South America,Internal Collaboration Tool,61,47.08,Media,Automatización parcial con alertas SLA,168.97
2069,Employee Data Update,Benefits Administration System,South America,Phone,70,47.07,Media,Automatización parcial,196.14
2070,Benefits Cancellation Request,HR Document Management System,South America,Phone,63,47.07,Media,Automatización parcial,186.23
2071,Benefits Cancellation Request,HR Case Management Platform,Australia,Phone,72,47.06,Media,Automatización parcial,193.68
2072,HR Platform Bug Report,Benefits Portal,Europe,HR Chat / Virtual Assistant,62,47.05,Media,Automatización parcial,172.86
2073,HR Platform Bug Report,HR Document Management System,Australia,Internal Collaboration Tool,60,47.05,Media,Automatización parcial con alertas SLA,153.84
2074,Benefits Cancellation Request,Benefits Portal,North America,Employee Self-Service Portal,72,47.04,Media,Automatización parcial,210.24
2075,HR System Performance Issue,Benefits Portal,South America,Employee Self-Service Portal,68,47.04,Media,Automatización parcial con alertas SLA,204.68
2076,Benefits Cancellation Request,Payroll Payment Gateway,North America,Phone,70,47.04,Media,Automatización parcial,194.18
2077,HRIS Access Suspension,Payroll Payment Gateway,North America,Employee Self-Service Portal,62,47.04,Media,Automatización parcial,186.99
2078,Compliance & Access Security Review,HR Case Management Platform,Europe,Internal Collaboration Tool,63,47.04,Media,Rediseño del proceso antes de automatizar,175.9
2079,HR Platform Bug Report,HR Case Management Platform,Europe,Internal Collaboration Tool,61,47.04,Media,Automatización parcial con alertas SLA,173.12
2080,Payroll Support Request,Employee Self-Service Portal,Australia,Email,67,47.03,Media,Automatización parcial,218.82
2081,Benefits Cancellation Request,Payroll System,North America,Internal Collaboration Tool,71,47.03,Media,Automatización parcial,206.33
2082,HR System Enhancement Request,Payroll Payment Gateway,North America,HR Chat / Virtual Assistant,63,47.02,Media,Automatización parcial con alertas SLA,191.39
2083,Compliance & Access Security Review,HR Document Management System,South America,Employee Self-Service Portal,64,47.02,Media,Automatización parcial,169.34
2084,HR System Enhancement Request,Employee Self-Service Portal,North America,Employee Self-Service Portal,71,47.01,Media,Automatización parcial,203.2
2085,HRIS Access Suspension,Payroll System,Africa,Internal Collaboration Tool,67,47.01,Media,Automatización parcial con alertas SLA,180.63
2086,Benefits Reimbursement Request,Payroll System,North America,HR Chat / Virtual Assistant,50,47.0,Media,Automatización parcial con alertas SLA,129.8
2087,HRIS Login Issue,Benefits Administration System,Australia,Phone,66,46.98,Media,Automatización parcial con alertas SLA,163.55
2088,Payroll Support Request,Benefits Portal,Australia,Email,55,46.98,Media,Automatización parcial con alertas SLA,152.24
2089,HR System Performance Issue,Benefits Administration System,South America,Phone,70,46.97,Media,Automatización parcial,204.82
2090,HR System Enhancement Request,Employee Self-Service Portal,Asia,Phone,67,46.97,Media,Automatización parcial,195.37
2091,Benefits Cancellation Request,HR Document Management System,Europe,Phone,58,46.96,Media,Automatización parcial con alertas SLA,181.54
2092,HRIS Access Suspension,Payroll Payment Gateway,South America,Email,77,46.95,Media,Automatización parcial,222.99
2093,HR Platform Bug Report,Employee Self-Service Portal,South America,Phone,66,46.95,Media,Automatización parcial con alertas SLA,186.12
2094,Employee Data Update,Benefits Portal,North America,Phone,55,46.94,Media,Automatización parcial,183.15
2095,Employee Data Update,HR Case Management Platform,South America,HR Chat / Virtual Assistant,53,46.94,Media,Automatización parcial con alertas SLA,160.06
2096,HR System Performance Issue,HR Case Management Platform,Australia,Phone,47,46.94,Media,Automatización parcial con alertas SLA,143.35
2097,Payroll Support Request,Benefits Portal,Asia,HR Chat / Virtual Assistant,71,46.93,Media,Automatización parcial,207.6
2098,HR System Performance Issue,Payroll System,Asia,Phone,69,46.93,Media,Automatización parcial,179.81
2099,HR System Performance Issue,People Analytics Dashboard,Europe,Internal Collaboration Tool,63,46.93,Media,Automatización parcial con alertas SLA,166.57
2100,HR Platform Bug Report,People Analytics Dashboard,Africa,Internal Collaboration Tool,71,46.92,Media,Automatización parcial con alertas SLA,195.82
2101,Benefits Reimbursement Request,Payroll System,North America,Employee Self-Service Portal,70,46.92,Media,Automatización parcial,180.74
2102,HR Platform Bug Report,Benefits Administration System,Australia,Internal Collaboration Tool,61,46.92,Media,Automatización parcial,176.78
2103,Compliance & Access Security Review,Payroll Payment Gateway,Africa,Employee Self-Service Portal,48,46.92,Media,Rediseño del proceso antes de automatizar,125.47
2104,Payroll Support Request,HRIS Integration API,Asia,Internal Collaboration Tool,56,46.9,Media,Automatización parcial con alertas SLA,149.74
2105,HRIS Access Suspension,HR Document Management System,Australia,HR Chat / Virtual Assistant,74,46.89,Media,Automatización parcial,203.65
2106,Benefits Cancellation Request,Benefits Administration System,Africa,Internal Collaboration Tool,57,46.89,Media,Automatización parcial,159.83
2107,HR System Performance Issue,HR Case Management Platform,Asia,Email,65,46.87,Media,Automatización parcial con alertas SLA,198.51
2108,Benefits Reimbursement Request,HR Case Management Platform,Africa,HR Chat / Virtual Assistant,72,46.87,Media,Automatización parcial,192.38
2109,HRIS Access Suspension,Benefits Administration System,Asia,Email,72,46.87,Media,Automatización parcial con alertas SLA,176.4
2110,Benefits Reimbursement Request,Benefits Administration System,Africa,Employee Self-Service Portal,56,46.87,Media,Automatización parcial,174.16
2111,Benefits Reimbursement Request,Benefits Portal,South America,Employee Self-Service Portal,69,46.86,Media,Automatización parcial,200.93
2112,Payroll Support Request,HRIS Integration API,Australia,Phone,57,46.86,Media,Automatización parcial con alertas SLA,193.23
2113,HRIS Login Issue,Payroll Payment Gateway,Europe,Phone,66,46.85,Media,Automatización parcial,192.98
2114,Benefits Cancellation Request,Employee Mobile App,Asia,Phone,62,46.85,Media,Automatización parcial,186.12
2115,HR Platform Bug Report,Employee Self-Service Portal,Asia,Employee Self-Service Portal,68,46.84,Media,Automatización parcial,216.24
2116,HR System Enhancement Request,HR Case Management Platform,Africa,Email,78,46.84,Media,Automatización parcial,214.66
